Hotel_Name,Hotel_Rating,City,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Hotel_Price,Stars
Hotel Mayura Hoysala Mysuru,4.1,mysore,Free Wi-Fi,Free parking,Air conditioning,Breakfast,Bar,Restaurant,Room service,Airport shuttle,2531,3
Hotel Sandesh The Prince,4.1,mysore,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,6551,4
LP Vilas,4.4,dehradun,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,5848,4
Shahanshahi Adventure Park and Wellness Resort,4.2,dehradun,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,Bar,3207,3.545108005
The River's Edge Farm - A Boutique Stay,4.5,dehradun,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Room service,Airport shuttle,Full-service laundry,Kid-friendly,6114,3.545108005
Mango Tree Courtyard,4.7,dehradun,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,0,2285,3.545108005
Hyatt Regency Dehradun Resort and Spa,4.6,dehradun,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,20562,5
The Hosteller Dehradun,4.8,dehradun,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Full-service laundry,0,0,0,1315,3.545108005
Adidev Group of Homestays,4.6,dehradun,Free Wi-Fi,Paid parking,Kitchen,Full-service laundry,0,0,0,0,1005,3.545108005
Riverstone Cottages,4,dehradun,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Full-service laundry,Kid-friendly,4686,3
Ramada by Wyndham,4.2,dehradun,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,6131,4
"Tree of Life Resort, Dehradun Foothills",4.5,dehradun,Free Wi-Fi,Free parking,Pool,Pet-friendly,Restaurant,Room service,Kitchen,Full-service laundry,6176,3.545108005
Hotel Rajpur Heights,4,dehradun,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,2169,3
Bhagwant Villa - A terrace view,4.4,dehradun,1 bedroom,Fireplace,Paid parking,No air conditioning,No crib,No elevator,No fitness center,No ironing board,2090,4
Fairfield by Marriott Dehradun,4.4,dehradun,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,11682,4
The Sal Woods - Forest Retreat and Spa,3.9,dehradun,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Pet-friendly,Spa,Restaurant,6384,3
Old British House,4.7,dehradun,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Kitchen,Airport shuttle,Full-service laundry,Business center,1923,3.545108005
LP Vilas,4.4,dehradun,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,4925,4
Hotel JSR Continental,3.9,dehradun,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,3843,3
Clarion Hotel Dehradun,4.4,dehradun,0,0,0,0,0,0,0,0,3728,0
Hotel Embassy Dehradun & The Trekkers Hostel,3.8,dehradun,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,1069,3
Mango Tree Courtyard | Heritage Rooms with Wi-Fi,4.5,dehradun,3 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No crib,No elevator,3775,9
Treebo Trend Elysee,3.8,dehradun,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry,9035,3.545108005
Treebo Trend Blessing Bells,4,dehradun,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,9037,3
Walisons Hotel,4.2,srinagar,Free breakfast,Free Wi-Fi,Paid parking,Restaurant,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,3780,3
"The Montreal, Srinagar- Best Hotels/4 Star Hotels/Hotel Near Dal Lake/Hotel Near Mughal Garden",4.4,srinagar,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,8991,3.545108005
Zostel Srinagar,4.5,srinagar,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Airport shuttle,Smoke-free,0,0,1853,3.545108005
The Shelter Heritage A Boutique Hotel,4.5,srinagar,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Golf,Full-service laundry,2510,3.545108005
Hotel Samar,4.2,srinagar,Breakfast,Free Wi-Fi,Free parking,Restaurant,Airport shuttle,Full-service laundry,Kid-friendly,Smoke-free,1669,3
Jamal Resorts,4,srinagar,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,4215,4
Hotel Himalayan Resort,4.1,srinagar,Breakfast,Free Wi-Fi,Free parking,Pet-friendly,Bar,Restaurant,Room service,Kitchen,3920,3
Hotel New Green View Srinagar (Ghulam),3.8,srinagar,0,0,0,0,0,0,0,0,723,0
Asian Park Hotel,3.8,srinagar,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,4456,4
The victory (A Boutique Hotel),4,srinagar,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Kitchen,Airport shuttle,Full-service laundry,3686,3
Hotel Sultan Residency,4.6,srinagar,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,Full-service laundry,1848,3.545108005
Hotel Royal Heritage,4.2,srinagar,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,3935,3
"The Montreal, Srinagar- Best Hotels/4 Star Hotels/Hotel Near Dal Lake/Hotel Near Mughal Garden",4.4,srinagar,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,5142,3.545108005
Floating Heritage Group,3.9,srinagar,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Pet-friendly,Fitness center,1344,4
Hotel Kashmir Inn,3.9,srinagar,Free Wi-Fi,Paid parking,Pool,Breakfast,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,826,2
Hotel Merlin Palace,4.8,srinagar,0,0,0,0,0,0,0,0,1344,0
Hotel Kashmir Hilltown,3.8,srinagar,Free Wi-Fi,Paid parking,Pool,Kitchen,Full-service laundry,Kid-friendly,0,0,1700,3
Hotel Zaryab,4.7,srinagar,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Accessible,5679,3.545108005
Hotel Meridien,4,srinagar,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,3632,3
Hotel Lake Scene,3.4,srinagar,0,0,0,0,0,0,0,0,664,0
"The Orchard Retreat & Spa, Srinagar",4.3,srinagar,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,14172,5
Radisson Hotel Srinagar,4.1,srinagar,Breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Spa,Restaurant,Room service,14160,3
Centre Point,4.2,jamshedpur,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,4480,4
Hotel Golden Heights - Best Hotel | Budget Hotel | Best Review Hotel in Jamshedpur,4.2,jamshedpur,Pool,Restaurant,Kitchen,Full-service laundry,0,0,0,0,1762,3.545108005
The Cruze,4.2,jamshedpur,0,0,0,0,0,0,0,0,5664,0
Hotel AB Palace - Top Budget & Luxury Hotels in Jamshedpur,4,jamshedpur,Free breakfast,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,1384,3
The Bizton,4.5,jamshedpur,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,Kitchen,5550,3.545108005
Adarsh Guest House,4.5,jamshedpur,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,448,4
Ramada by Wyndham Jamshedpur,4.2,jamshedpur,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,5008,3
The Onyx Hotel - Hotel in Jamshedpur,4.3,jamshedpur,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,2284,3
Hotel Trax International,4.7,jamshedpur,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,1972,3.545108005
The Altira Hotel,4.1,jamshedpur,Breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Kitchen,Full-service laundry,Kid-friendly,1477,3
NOVANTA JAMSHEDPUR,4.4,jamshedpur,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,Full-service laundry,6689,3.545108005
Ginger Jamshedpur,4,jamshedpur,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Breakfast,Full-service laundry,Kid-friendly,0,3135,3
"The Sonnet, Jamshedpur",4.3,jamshedpur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,3554,3
HOTEL DS INTERNATIONAL & KALYANAM BANQUET HALL,4.1,jamshedpur,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,2668,3.545108005
Madhuban Motel,4,jamshedpur,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0,2726,3.545108005
Capsule Pod Hotel,4.4,jamshedpur,0,0,0,0,0,0,0,0,1073,0
Hotel Chandra,4.1,jamshedpur,Breakfast,Free Wi-Fi,Air conditioning,Room service,Full-service laundry,Business center,Kid-friendly,Smoke-free,729,2
Hotel Grand Residency,4,jamshedpur,Free Wi-Fi,Pool,Restaurant,Room service,Kitchen,Full-service laundry,0,0,2281,3.545108005
Treebo Trend Pal Comfort - Hotel in Jamshedpur,4.2,jamshedpur,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,2142,3
Gyani's Hotel,4.6,jamshedpur,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,Smoke-free,1779,3.545108005
THE PRABHA INTERNATIONAL HOTEL & CATERERS,4,gwalior,Free Wi-Fi,Free parking,Hot tub,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,2158,3.545108005
Hotel Ambience,3.9,gwalior,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,2191,3
Hotel Solitaire Inn,3.9,gwalior,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Room service,Full-service laundry,Kid-friendly,Smoke-free,1372,3
Radisson Gwalior,4.3,gwalior,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,6160,5
Hotel Countryside,3.1,gwalior,0,0,0,0,0,0,0,0,1230,0
The Empire Resort,4.3,gwalior,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Spa,Restaurant,Room service,Kitchen,2785,3.545108005
Clarks Inn Suites Gwalior,4.4,gwalior,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,4280,4
The Moziac Hotel,4,gwalior,Free Wi-Fi,Paid parking,Air conditioning,Spa,Restaurant,Room service,Kitchen,Full-service laundry,2116,3.545108005
"Taj Usha Kiran Palace, Gwalior",4.5,gwalior,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,20894,5
Imperial Golf Resort and Wedding Lawns,4.5,gwalior,0,0,0,0,0,0,0,0,12458,0
Hotel Gold Inn,3.9,gwalior,Free parking,Restaurant,Room service,Kitchen,Full-service laundry,Smoke-free,0,0,2034,3.545108005
Hotel Ambience,3.9,gwalior,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,2191,3
Hotel Anand Palace,3.7,gwalior,Breakfast,Free Wi-Fi,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,Full-service laundry,1119,3
THE PRABHA INTERNATIONAL HOTEL & CATERERS,4,gwalior,Free Wi-Fi,Free parking,Hot tub,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,2116,3.545108005
Royal Sunrise Resort,3.9,gwalior,Paid parking,Pool,Kitchen,Full-service laundry,0,0,0,0,3232,3.545108005
Krishnam Guest House,4,gwalior,0,0,0,0,0,0,0,0,1115,0
Hotel Centella,4.1,gwalior,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Smoke-free,0,2567,3.545108005
Chaitanya Kalyan Guest House,3.7,gwalior,0,0,0,0,0,0,0,0,672,0
Dera Haveli Heritage Homestay,4.3,gwalior,Free Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0,4312,3.545108005
Govind Niwas Home Stay,2.6,gwalior,3 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No crib,No elevator,1304,8
Clarks Inn Suites Gwalior,4.4,gwalior,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,4622,4
The Central Park Hotel,3.9,gwalior,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,5641,4
Treebo Trend Baby Pearl,3.9,amravati,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,1909,3
Hotel Gouri Inn,3.9,amravati,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,2225,3
Hotel Regency,4.1,amravati,Free breakfast,Free parking,Wi-Fi,Room service,Full-service laundry,Kid-friendly,Smoke-free,0,969,3
The Grand Mehfil,4.3,amravati,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,4021,4
Maniratna Resort,4,amravati,0,0,0,0,0,0,0,0,3588,0
Hotel Rangoli Pearl,4.1,amravati,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,3130,1
The Grand Mehfil,3.9,amravati,0,0,0,0,0,0,0,0,3880,0
Hotel Gouri Inn,3.9,amravati,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,1940,3
Empire Stay,4.5,amravati,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,2808,3.545108005
Hotel Four Season,3.5,amravati,0,0,0,0,0,0,0,0,2973,0
The Prime Park,4.3,amravati,0,0,0,0,0,0,0,0,3394,0
Treebo Trend Baby Pearl,3.9,amravati,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,1904,3
Hotel Vandu International,4,amravati,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,2526,3
Hotel Rajdhani,4,amravati,Free Wi-Fi,Air conditioning,Pet-friendly,Airport shuttle,Full-service laundry,Kid-friendly,0,0,1568,3.545108005
Hotel Excel Executive,3.8,amravati,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Restaurant,Room service,Kitchen,1830,3
Hotel Regency,4.1,amravati,Free breakfast,Free parking,Wi-Fi,Room service,Full-service laundry,Kid-friendly,Smoke-free,0,1276,3
Hotel Rangoli Pearl,4.1,amravati,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,3130,1
"The Peerless Inn, Durgapur",4,durgapur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Kitchen,2589,3
The Citi Residenci Hotel,4.2,durgapur,Free Wi-Fi,Free parking,Pool,Fitness center,Spa,Bar,Restaurant,Room service,2576,3.545108005
The Citi Residenci Hotel,4.2,durgapur,Free Wi-Fi,Free parking,Pool,Fitness center,Spa,Bar,Restaurant,Room service,2473,3.545108005
"Fortune Park Pushpanjali, Durgapur - Member ITC's hotel group",4.6,durgapur,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,5881,4
HOTEL GALAXY INN,3.6,durgapur,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Room service,Airport shuttle,Full-service laundry,Kid-friendly,795,3
"The Peerless Inn, Durgapur",4,durgapur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Kitchen,2589,3
The Damodar Retreat,4.6,durgapur,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,2183,3.545108005
Banerjee Inn- City Centre,4.1,durgapur,Free breakfast,Wi-Fi,Pool,Air conditioning,Bar,Restaurant,Room service,Full-service laundry,1764,3
City International Hotel,3.8,durgapur,Free parking,Air conditioning,Restaurant,Airport shuttle,Full-service laundry,Kid-friendly,0,0,1518,3
Morvee Hotels Durgapur,4.4,durgapur,Free Wi-Fi,Paid parking,Spa,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry,2245,3.545108005
Kalpana Inn,4,durgapur,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,1223,3
The Spices,4,durgapur,0,0,0,0,0,0,0,0,1663,0
Hotel Steel Regency,3.6,durgapur,Free Wi-Fi,Free parking,Air conditioning,Room service,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,1039,3.545108005
Hotel Astor,4.3,durgapur,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,Business center,1992,3.545108005
Park prime hotel,3.9,durgapur,Free breakfast,Free Wi-Fi,Pool,Restaurant,Room service,Kitchen,Full-service laundry,0,2388,3
OJAS HOTEL & RESORT,4.4,durgapur,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,1985,3.545108005
Kohinoor Hotel and Restaurant Benachity (A Legend since 1956),3.7,durgapur,0,0,0,0,0,0,0,0,1280,0
Hotel ASTOR,4.5,durgapur,Free Wi-Fi,Pool,Restaurant,Room service,Kitchen,Full-service laundry,0,0,2047,3.545108005
Morvee Hotels Durgapur,4.4,durgapur,Free Wi-Fi,Paid parking,Spa,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry,2245,3.545108005
OJAS HOTEL & RESORT,4.4,durgapur,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,2046,3.545108005
Treebo Trend Winsome Banquet And Resort,4.6,ranchi,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,Business center,2304,3.545108005
Treebo Trend Archie Regency,4,ranchi,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0,2205,3
Radisson Blu Hotel Ranchi,4.5,ranchi,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,8047,5
"FabHotel Accord - Hotel in Ranchi Railway Station, Ranchi",4.6,ranchi,Free Wi-Fi,Pool,Air conditioning,Paid parking,Restaurant,Room service,Kid-friendly,0,2426,3.545108005
Park Prime Ranchi,4,ranchi,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,3931,3
Treebo Trend Winsome Banquet And Resort,4.6,ranchi,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,Business center,2304,3.545108005
Hotel Meera,4.2,ranchi,Pool,Air conditioning,Full-service laundry,Kid-friendly,0,0,0,0,645,3.545108005
The Royal Retreat,4.2,ranchi,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,Room service,4140,3.545108005
Maplewood Hotel,4.1,ranchi,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,3121,3
Hotel Kuber Palace,4.6,ranchi,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service,1120,1
Hotel Fountain,4.3,ranchi,0,0,0,0,0,0,0,0,1680,0
Samargarh Resorts and hotel,3.9,ranchi,Free Wi-Fi,Paid parking,Pool,Air conditioning,Pet-friendly,Restaurant,Room service,Full-service laundry,2654,3.545108005
The Cennet Ranchi,4.4,ranchi,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,0,2160,3.545108005
Hotel Sohrai inn,4.5,ranchi,Free Wi-Fi,Free parking,Pool,Air conditioning,Room service,Airport shuttle,Full-service laundry,Accessible,1317,3.545108005
Chanakya BNR Hotel,4.4,ranchi,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,7116,4
"Hotel Green Horizon Station Road, Ranchi. 834001",4.2,ranchi,Free breakfast,Free Wi-Fi,Paid parking,Pool,Fitness center,Restaurant,Room service,Full-service laundry,3087,3
Capitol Hill,4.3,ranchi,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,6318,4
Divisha The Bali Resort,4.9,ranchi,0,0,0,0,0,0,0,0,840,0
Divisha Hotel Marina,4.7,ranchi,Free Wi-Fi,Paid parking,Pool,Air conditioning,Pet-friendly,Spa,Bar,Restaurant,1624,3.545108005
"Le Lac Sarovar Portico, Ranchi",4.2,ranchi,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,7056,4
Hotel AVN Grand,4.2,ranchi,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,5600,3
The Royal Retreat,4.2,ranchi,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,Room service,4255,3.545108005
Treebo Trend Lalaji'S Executive,3.9,aurangabad,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,2444,3
Treebo Trend Admiral Suites,3.5,aurangabad,Free Wi-Fi,Pool,Air conditioning,Room service,Kitchen,Full-service laundry,0,0,2451,3.545108005
Zostel Aurangabad,4.4,aurangabad,Free Wi-Fi,Free parking,Air conditioning,Smoke-free,0,0,0,0,1219,3.545108005
MTDC Aurangabad Resort,3.8,aurangabad,Paid parking,Pool,Restaurant,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,0,1680,3.545108005
Hotel Royal Regency,3.7,aurangabad,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,914,2
Hotel Modi Samrat,4.3,aurangabad,Breakfast,Free Wi-Fi,Free parking,Restaurant,Room service,Kitchen,Full-service laundry,Smoke-free,1263,2
Ginger Aurangabad,4,aurangabad,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Breakfast,Full-service laundry,Kid-friendly,0,2799,3
Hotel J P International,3.7,aurangabad,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,2513,3
Hotel Holiday Era Lodging,3.5,aurangabad,Free breakfast,Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,871,2
7 Apple Hotel - Aurangabad,4,aurangabad,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Full-service laundry,Accessible,Kid-friendly,2244,3
Hotel Holiday Pride,4.2,aurangabad,0,0,0,0,0,0,0,0,1813,0
Hotel The Sky Court,3.9,aurangabad,Free breakfast,Free Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,1836,3
"Welcomhotel By ITC Hotels, Rama International, Aurangabad-Premium business & leisure hotel| Near Ajanta Ellora Caves",4.5,aurangabad,Breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,9636,5
"Ambassador Ajanta Hotel, Aurangabad",4.2,aurangabad,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,4322,3
"The Fern Residency, Aurangabad",4.1,aurangabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,4928,4
Aurangabad Gymkhana Club Hotel,4.1,aurangabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,2573,3
Hotel Grand Ecotel,4.2,aurangabad,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,2204,3.545108005
Hotel kartiki,4,aurangabad,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Full-service laundry,Kid-friendly,1087,3.545108005
Lemon Tree Hotel,4.2,aurangabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,6215,4
Enrise By Sayaji,4.2,aurangabad,Free breakfast,Free Wi-Fi,Pool,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry,3348,3
The Manor Hotel,3.9,aurangabad,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,2566,3
Radhika Ex,3.9,aurangabad,Free Wi-Fi,Paid parking,Pool,Air conditioning,Kitchen,Kid-friendly,Smoke-free,0,2357,3.545108005
Novotel Ahmedabad,4.6,ahmedabad,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,6042,5
The Grand Bhagwati,4.3,ahmedabad,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,4854,4
"Holiday Inn Express Ahmedabad Prahlad Nagar, an IHG Hotel",4.4,ahmedabad,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,Accessible,4007,3.545108005
"Taj Skyline, Ahmedabad",4.5,ahmedabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Spa,Restaurant,Room service,Airport shuttle,8064,5
Hyatt Regency Ahmedabad,4.4,ahmedabad,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,6490,5
"Welcomhotel By ITC Hotels, Ashram Road, Ahmedabad",4.6,ahmedabad,Free breakfast,Free Wi-Fi,Free parking,Hot tub,Fitness center,Spa,Restaurant,Room service,5334,5
Hotel Eldorado,4.3,ahmedabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,3100,3
Courtyard by Marriott Ahmedabad,4.4,ahmedabad,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,7263,5
"ITC Narmada, a Luxury Collection Hotel, Ahmedabad",4.6,ahmedabad,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,11400,5
Novotel Ahmedabad,4.6,ahmedabad,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,5913,5
Hyatt Ahmedabad,4.5,ahmedabad,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,5475,5
Ramada by Wyndham Ahmedabad,4,ahmedabad,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Restaurant,Room service,4680,4
